material_id,formula,band_gap_eV,e_above_hull_eV,n_atoms,volume_A3,atomic_density,mean_mass_amu,max_mass_amu,min_mass_amu,std_mass_amu,mean_eneg,std_eneg,n_elements,emt_energy_per_atom
mp-758957,As2HPbF13,4.5838,0.0,136,1957.8966,0.069462,35.59,207.2,1.008,46.853,3.5665,0.7461,4,
mp-15649,As2Ir,0.8155,0.0,12,212.1347,0.056568,114.0201,192.217,74.9216,55.2936,2.1867,0.0094,2,
mp-30014,As2Kr3F16,1.149,0.0048,84,1497.1164,0.056108,33.5815,83.798,18.9984,26.1732,3.6686,0.5906,3,
mp-1581,As2O3,3.6306,0.0017,20,336.567,0.059424,39.568,74.9216,15.999,28.8661,2.936,0.6173,2,
mp-1582,As2O3,3.9605,0.0,20,319.1494,0.062667,39.568,74.9216,15.999,28.8661,2.936,0.6173,2,
mp-2184,As2O3,4.0234,0.0026,20,346.2903,0.057755,39.568,74.9216,15.999,28.8661,2.936,0.6173,2,
mp-1105118,As2O3,3.4494,0.0216,20,350.019,0.05714,39.568,74.9216,15.999,28.8661,2.936,0.6173,2,
mp-1106211,As2O3,3.0503,0.0745,20,519.5481,0.038495,39.568,74.9216,15.999,28.8661,2.936,0.6173,2,
mp-1189365,As2O3,3.6287,0.03,20,375.7757,0.053223,39.568,74.9216,15.999,28.8661,2.936,0.6173,2,
mp-1194715,As2O3,3.6206,0.0022,40,667.2522,0.059947,39.568,74.9216,15.999,28.8661,2.936,0.6173,2,
mp-1195383,As2O3,3.4555,0.0078,120,2171.6293,0.055258,39.568,74.9216,15.999,28.8661,2.936,0.6173,2,
mp-2766031,As2O3,3.7495,0.0061,20,333.6339,0.059946,39.568,74.9216,15.999,28.8661,2.936,0.6173,2,
mp-1788,As2O5,1.426,0.0,28,343.7722,0.081449,32.834,74.9216,15.999,26.6185,3.08,0.5692,2,
mp-555434,As2O5,1.3437,0.0001,28,344.201,0.081348,32.834,74.9216,15.999,26.6185,3.08,0.5692,2,
mp-1413546,As2O5,1.3654,0.0001,28,344.1904,0.08135,32.834,74.9216,15.999,26.6185,3.08,0.5692,2,
mp-2455,As2Os,0.6584,0.0,6,102.4136,0.058586,113.3577,190.23,74.9216,54.3569,2.1867,0.0094,2,
mp-540883,As2P2S7,2.6386,0.0,44,1180.276,0.037279,39.6555,74.9216,30.9738,16.6296,2.4364,0.19,3,
mp-1202563,As2PHBr3F11,3.5204,0.2544,36,709.1588,0.050764,35.0289,79.904,1.008,27.1055,3.4117,0.7513,5,
mp-1203063,As2PHCl3F11,4.5211,0.2539,144,2633.5988,0.054678,27.6199,74.9216,1.008,18.5531,3.445,0.7348,5,
mp-707231,As2PHO6,4.2371,0.0426,40,626.7454,0.063822,27.7819,74.9216,1.008,24.5038,2.939,0.6136,4,
mp-557799,As2Pb(XeF6)3,2.5768,0.0,48,889.8751,0.05394,45.5372,207.2,18.9984,51.0724,3.5887,0.6844,4,
mp-680722,As2Pb14Cl4O17,1.9689,0.0404,74,1504.335,0.049191,93.6331,207.2,15.999,89.6337,2.9216,0.5402,4,
mp-505465,As2Pb2O5,2.9362,0.0,36,634.6659,0.056723,71.582,207.2,15.999,76.1972,2.9133,0.591,3,
mp-608653,As2Pb2S5,1.6038,0.0047,72,1828.103,0.039385,80.5048,207.2,32.06,69.8412,2.4356,0.1691,3,
mp-505368,As2Pb3O8,3.3141,0.0,26,399.9225,0.065013,69.1873,207.2,15.999,78.3681,2.99,0.571,3,
mp-561299,As2Pb4S6ICl,1.829,0.0377,28,778.0081,0.035989,95.2398,207.2,32.06,75.3533,2.4986,0.242,5,
mp-31107,As2Pb8O13,2.059,0.0,46,831.1108,0.055348,87.6274,207.2,15.999,88.809,2.9443,0.5665,3,
mp-28537,As2PbO4,2.8462,0.0,28,480.8742,0.058227,60.1485,207.2,15.999,65.3095,2.9214,0.6006,3,
mp-20015,As2PbO6,2.1424,0.0,9,114.4346,0.078648,50.3375,207.2,15.999,60.4514,3.0367,0.5719,3,
mp-19941,As2PbS4,0.7679,0.0275,28,664.3717,0.042145,69.3262,207.2,32.06,59.3138,2.43,0.1793,3,
mp-2513,As2Pt,0.0785,0.0,12,216.9031,0.055324,114.9757,195.084,74.9216,56.6451,2.2133,0.0471,2,
mp-15954,As2Rh,0.2625,0.0,12,209.6005,0.057252,84.2496,102.9055,74.9216,13.1917,2.2133,0.0471,2,
mp-766,As2Ru,0.4556,0.0,6,101.2371,0.059267,83.6377,101.07,74.9216,12.3265,2.1867,0.0094,2,
mp-27717,As2S2F3,2.3662,0.0703,56,1239.3156,0.045186,38.7083,74.9216,18.9984,23.5331,3.0657,0.8061,3,
mp-27739,As2S2O9,4.0514,0.0,52,736.9295,0.070563,27.5349,74.9216,15.999,20.9939,3.1138,0.5017,3,
mp-1197011,As2S2O9,4.0567,0.0017,52,820.7097,0.06336,27.5349,74.9216,15.999,20.9939,3.1138,0.5017,3,
mp-641,As2S3,2.0967,0.0001,20,511.4544,0.039104,49.2046,74.9216,32.06,20.9978,2.42,0.196,2,
mp-1189572,As2S3,1.9873,0.0,20,526.4141,0.037993,49.2046,74.9216,32.06,20.9978,2.42,0.196,2,
mp-541204,As2S3(NF6)2,2.2041,0.1448,38,597.7381,0.063573,26.422,74.9216,14.007,17.4256,3.4705,0.6957,4,
mp-27230,As2SO6,4.4172,0.0,18,258.8213,0.069546,30.8775,74.9216,15.999,24.0587,3.0644,0.5422,3,
mp-541335,As2Se2S(NF6)2,2.2391,0.15,38,618.2312,0.061466,31.36,78.971,14.007,23.8032,3.4674,0.6998,5,
mp-909,As2Se3,1.4421,0.0,20,561.6819,0.035607,77.3512,78.971,74.9216,1.9838,2.402,0.1813,2,
mp-1078443,As2Se3,0.5998,0.0273,10,254.879,0.039234,77.3512,78.971,74.9216,1.9838,2.402,0.1813,2,
mp-541401,As2Se3(NF6)2,2.3161,0.146,38,648.3395,0.058611,33.829,78.971,14.007,26.0726,3.4658,0.7018,4,
mp-1229221,As2Se3S3(NF3)4,1.5494,0.2078,96,1760.2395,0.054538,31.956,78.971,14.007,23.8282,3.3196,0.6941,5,
mp-1229167,As2SeS2,1.0273,0.1691,20,532.5775,0.037553,58.5868,78.971,32.06,21.7095,2.414,0.1914,3,
mp-504532,As2W2O11,2.7163,0.0305,60,916.3202,0.065479,46.2341,183.84,15.999,57.4877,3.128,0.5195,3,
mp-1042755,As2WO7,3.0543,0.0718,40,712.0942,0.056172,44.5676,183.84,15.999,51.916,3.08,0.5519,3,
mp-27404,As3(HO2)5,3.0666,0.0,18,185.3249,0.097127,21.6553,74.9216,1.008,24.6795,2.8856,0.6199,3,
mp-759553,As3H12C4S5N,1.9453,0.0605,100,1473.4274,0.067869,18.3685,74.9216,1.008,23.9411,2.3632,0.2239,5,
mp-605173,As3H9RhC3(BrO)3,2.0141,0.2249,88,1376.4063,0.063935,30.022,102.9055,1.008,35.6524,2.5214,0.4497,6,
mp-573080,As3H9RhC3(ClO)3,2.3401,0.242,88,1325.2236,0.066404,23.9601,102.9055,1.008,29.9843,2.5486,0.4805,6,
mp-626378,As3HO6,3.5542,0.0,40,572.9744,0.069811,32.1767,74.9216,1.008,28.3252,2.938,0.6148,3,
mp-626456,As3HO6,3.0456,0.0958,40,563.7023,0.070959,32.1767,74.9216,1.008,28.3252,2.938,0.6148,3,
mp-540912,As3Ir,0.0268,0.0,16,309.0874,0.051765,104.2454,192.217,74.9216,50.7904,2.185,0.0087,2,
mp-1229056,As3P3Pb10(ClO12)2,3.1225,0.0115,42,686.7786,0.061155,67.7277,207.2,15.999,79.4381,2.9831,0.5598,5,
mp-1192209,As3Pb2BrO6,3.2241,0.0298,24,472.3513,0.05081,67.9219,207.2,15.999,67.8622,2.9,0.5743,4,
mp-561268,As3Pb2ClO6,3.393,0.0446,48,915.4692,0.052432,64.2174,207.2,15.999,68.3188,2.9167,0.5787,4,
mp-1214749,As3Pb5BrO12,2.9898,0.001,42,725.1647,0.057918,72.9837,207.2,15.999,78.4056,2.9729,0.5594,4,
mp-566301,As3Pb5ClO12,3.1835,0.0,84,1440.715,0.058304,70.8668,207.2,15.999,78.7894,2.9824,0.5608,4,
mp-645291,As3Pb5ClO12,3.0286,0.0041,42,679.064,0.06185,70.8668,207.2,15.999,78.7894,2.9824,0.5608,4,
mp-510724,As3Pb5ClO9,2.6399,0.0135,36,690.9283,0.052104,80.0114,207.2,15.999,81.5906,2.9061,0.5711,4,
mp-649619,As3Pb5ClO9,2.0202,0.1004,36,743.3277,0.048431,80.0114,207.2,15.999,81.5906,2.9061,0.5711,4,
mp-1214667,As3Pb5O12F,3.2964,0.0,42,699.3747,0.060054,70.0834,207.2,15.999,79.2183,3.0214,0.599,4,
mp-27594,As4(Pb3S5)3,1.5662,0.0015,28,745.6524,0.037551,94.4781,207.2,32.06,78.9046,2.4425,0.155,3,
mp-1194686,As4(Pb3S5)3,1.4638,0.085,28,833.045,0.033612,94.4781,207.2,32.06,78.9046,2.4425,0.155,3,
mp-782100,As4H24C8S7N2,2.4276,0.072,180,2447.719,0.073538,14.9422,74.9216,1.008,21.6906,2.3569,0.2259,5,
mp-1202552,As4H6(CO)3,2.6283,0.2786,64,1012.7768,0.063193,24.3603,74.9216,1.008,29.7542,2.4931,0.4748,4,
mp-653995,As4Pb8Cl6O11,2.1775,0.1698,116,2723.051,0.042599,80.8957,207.2,15.999,80.1903,2.9021,0.5345,4,
mp-706455,As4S11(N6Cl7)2,1.2323,0.361,164,4580.4357,0.035804,32.1154,74.9216,14.007,16.6895,2.8737,0.3258,4,
mp-27543,As4S3,2.3035,0.0064,28,813.603,0.034415,56.5523,74.9216,32.06,21.211,2.3514,0.1979,2,
mp-557321,As4S3,2.471,0.0068,28,799.3903,0.035027,56.5523,74.9216,32.06,21.211,2.3514,0.1979,2,
mp-502,As4S5,1.9905,0.0034,18,490.8338,0.036672,51.1096,74.9216,32.06,21.2981,2.4022,0.1988,2,
mp-1194350,As4Se3,1.6223,0.0032,28,874.7777,0.032008,76.6571,78.971,74.9216,2.0039,2.3386,0.1831,2,
mp-1041770,As4W3O16,2.0997,0.2119,46,668.3148,0.06883,48.1387,183.84,15.999,56.9673,3.08,0.5465,3,
mp-637982,As5Pb3S10,0.488,0.0312,72,1833.72,0.039264,73.156,207.2,32.06,62.7197,2.4272,0.1775,3,
mp-647590,As5Pb3S10,0.0552,0.1265,72,1902.1907,0.037851,73.156,207.2,32.06,62.7197,2.4272,0.1775,3,
mp-773040,As5Pb3S10,0.4681,0.0815,72,1927.1382,0.037361,73.156,207.2,32.06,62.7197,2.4272,0.1775,3,
mp-31070,As8S9,1.7164,0.0022,34,924.8871,0.036761,52.2302,74.9216,32.06,21.3937,2.3918,0.1997,2,
mp-673654,As8S9,0.0495,0.258,51,1847.9745,0.027598,52.2302,74.9216,32.06,21.3937,2.3918,0.1997,2,
mp-646283,As9Pb7S20,0.143,0.0288,72,1826.1306,0.039428,76.8304,207.2,32.06,66.4777,2.4314,0.1734,3,
mp-755240,AsAuO3,0.3577,0.1176,20,344.184,0.058108,63.977,196.9666,15.999,70.3017,3.008,0.5412,3,
mp-1095378,AsAuO4,1.8541,0.0,12,183.8423,0.065273,55.9807,196.9666,15.999,66.6207,3.08,0.5196,3,
mp-23317,AsBr3,3.136,0.0,16,560.741,0.028534,78.6584,79.904,74.9216,2.1574,2.765,0.3377,2,
mp-28647,AsBr5F6,1.6507,0.0024,24,649.3583,0.03696,49.036,79.904,18.9984,30.0663,3.405,0.6106,3,
mp-2761091,AsBr5F6,1.8282,0.0035,24,616.0259,0.038959,49.036,79.904,18.9984,30.0663,3.405,0.6106,3,
mp-1203221,AsBrKr2OF12,2.4845,0.0744,68,1235.7928,0.055025,33.3177,83.798,15.999,26.2993,3.6671,0.5329,5,
mp-1229049,AsBrOF8,3.1609,0.0,44,699.1624,0.062932,29.3465,79.904,15.999,22.6996,3.6745,0.5677,4,
mp-1214907,AsC18F17,3.2096,0.3448,144,1891.9148,0.076113,17.0581,74.9216,12.011,10.3692,3.215,0.7261,3,
mp-555133,AsC2N(OF3)2,4.6508,0.1455,48,723.9487,0.066303,21.5783,74.9216,12.011,16.2995,3.4233,0.6505,5,
mp-558687,AsC2S2(OF3)3,3.5403,0.3132,68,1036.566,0.065601,22.4733,74.9216,12.011,14.1171,3.4459,0.6542,5,
mp-1214666,AsC2S3NF8,0.2631,0.2373,30,481.0869,0.062359,24.0745,74.9216,12.011,15.0006,3.3267,0.716,5,
mp-1228966,AsC3N3Cl3F7,1.3701,0.3739,34,538.8435,0.063098,23.0773,74.9216,12.011,15.1031,3.3112,0.6154,5,
mp-558853,AsC3N3F8,4.0149,0.1331,60,860.5524,0.069723,20.3309,74.9216,12.011,14.8817,3.386,0.67,4,
mp-1214763,AsC3S3NF10,0.6842,0.2257,72,1140.5207,0.063129,22.8403,74.9216,12.011,14.0335,3.3561,0.7123,5,
mp-1204430,AsC3S3NF11,0.544,0.1966,76,1294.3469,0.058717,22.6381,74.9216,12.011,13.6862,3.3889,0.7071,5,
mp-1198106,AsC4N2F17,0.0822,0.3301,48,667.6715,0.071892,19.748,74.9216,12.011,11.8305,3.5883,0.6293,4,
mp-560424,AsC4S2Cl2O2F13,3.0753,0.3147,96,1516.863,0.063289,22.3735,74.9216,12.011,12.8287,3.4367,0.6514,6,
mp-555067,AsC4S4N4Cl2O2F5,1.4994,0.3209,88,1643.5503,0.053543,22.9602,74.9216,12.011,14.011,3.0891,0.5745,7,
mp-27274,AsCF3,3.3193,0.493,40,744.6104,0.053719,28.7856,74.9216,12.011,23.2262,3.334,0.7998,3,
mp-1182438,AsCOF4,0.8165,0.4458,28,583.3987,0.047995,25.5607,74.9216,12.011,20.297,3.4414,0.7117,4,
mp-554876,AsCS2N2OF5,2.8283,0.2501,48,781.1292,0.06145,24.1715,74.9216,12.011,16.47,3.2758,0.6654,6,
mp-1247925,AsCS2NOF8,1.2189,0.2757,56,1082.0234,0.051755,23.789,74.9216,12.011,15.1894,3.4436,0.6736,6,
mp-555986,AsCS3N2F11,3.2632,0.2421,36,582.8898,0.061761,23.3394,74.9216,12.011,13.741,3.4628,0.6715,5,
mp-561244,AsCSCl2F9,3.8103,0.1461,56,931.1141,0.060143,25.777,74.9216,12.011,15.2242,3.5321,0.6426,5,
mp-561235,AsCSF11,4.5943,0.0968,56,849.7351,0.065903,23.4268,74.9216,12.011,14.8138,3.6493,0.6388,4,
mp-23444,AsCl2F3,2.8871,0.1325,24,464.8964,0.051624,33.8028,74.9216,18.9984,19.8061,3.4067,0.6599,3,
mp-23280,AsCl3,3.9981,0.0,16,483.5434,0.033089,45.3179,74.9216,35.45,17.0917,2.915,0.4244,2,
mp-29863,AsCl3O,2.5284,0.3317,20,502.6966,0.039785,39.4541,74.9216,15.999,19.2675,3.02,0.4338,3,
mp-30106,AsCl5,1.4572,0.0,12,357.3653,0.033579,42.0286,74.9216,35.45,14.7102,2.9967,0.3652,2,
mp-27926,AsClF8,3.3906,0.0,20,288.9914,0.069206,26.2359,74.9216,18.9984,16.9536,3.718,0.568,3,
mp-1201143,AsClOF8,2.8596,0.0,44,670.6138,0.065612,25.3053,74.9216,15.999,16.4303,3.6927,0.5474,4,
mp-28027,AsF3,5.3655,0.0,16,245.1106,0.065277,32.9792,74.9216,18.9984,24.2155,3.53,0.7794,2,
mp-8723,AsF5,4.628,0.0,12,170.7674,0.070271,28.3189,74.9216,18.9984,20.8413,3.68,0.6708,2,
mp-1197381,AsH10C3I,3.498,0.0938,60,848.5507,0.070709,16.5293,126.9045,1.008,34.7013,2.2993,0.1696,4,
mp-707477,AsH12C4I3,1.7632,0.0656,200,3281.3384,0.060951,25.7888,126.9045,1.008,45.3958,2.338,0.1929,4,
mp-720294,AsH18N3O7,4.1735,0.0182,116,954.9429,0.121473,8.52,74.9216,1.008,14.2717,2.5855,0.5436,4,
mp-1229273,AsH25(ClO)10,1.5321,0.1094,92,1224.9943,0.075102,13.3611,74.9216,1.008,16.5197,2.6778,0.5534,4,
mp-1193289,AsH2SNF10,4.6288,0.1044,30,404.3278,0.074197,20.8659,74.9216,1.008,16.1615,3.4667,0.7513,5,
mp-1197870,AsH3C(OF3)2,5.2115,0.0973,104,1350.2753,0.077021,18.1496,74.9216,1.008,17.8796,3.2377,0.7947,5,
mp-1238590,AsH3C(OF3)2,5.2391,0.1135,104,1308.2377,0.079496,18.1496,74.9216,1.008,17.8796,3.2377,0.7947,5,
mp-759958,AsH3C(SF2)3,2.7919,0.124,84,1316.7161,0.063795,21.4376,74.9216,1.008,18.0786,3.0679,0.8028,5,
mp-697077,AsH3CNOF9,4.9219,0.1485,32,385.6569,0.082975,18.1843,74.9216,1.008,16.1448,3.3519,0.7767,6,
mp-1191113,AsH3OF6,6.1476,0.0,22,225.6471,0.097497,18.9032,74.9216,1.008,19.3232,3.2818,0.8353,4,
mp-1194818,AsH4CNF8,5.0872,0.077,60,682.6443,0.087894,17.1306,74.9216,1.008,17.2113,3.2273,0.8304,5,
mp-1228846,AsH4NF6,2.7713,0.3558,12,132.1964,0.090774,17.2459,74.9216,1.008,19.1705,3.1583,0.8513,4,
mp-1228862,AsH4NF6,2.8242,0.3496,12,126.8537,0.094597,17.2459,74.9216,1.008,19.1705,3.1583,0.8513,4,
mp-555110,AsH5C2(OF3)2,5.2271,0.1763,64,763.8801,0.083783,15.6233,74.9216,1.008,17.1009,3.065,0.8047,5,
mp-1197342,AsH5C2(OF3)2,3.05,0.2618,64,783.3051,0.081705,15.6233,74.9216,1.008,17.1009,3.065,0.8047,5,
mp-557908,AsH5COF6,5.0555,0.1635,28,314.424,0.089052,15.8544,74.9216,1.008,18.2544,3.075,0.8431,5,
mp-1202102,AsH6N2F5,5.192,0.0891,56,595.7655,0.093997,14.5697,74.9216,1.008,18.6022,2.9543,0.8145,4,
mp-703470,AsH6NO4,4.1663,0.0613,24,233.3219,0.102862,13.2477,74.9216,1.008,19.8607,2.6817,0.5825,4,
mp-707339,AsH6NO4,3.6101,0.1066,48,531.6014,0.090293,13.2477,74.9216,1.008,19.8607,2.6817,0.5825,4,
mp-1190812,AsH6NO4,4.2462,0.0848,24,227.4847,0.105502,13.2477,74.9216,1.008,19.8607,2.6817,0.5825,4,
mp-23666,AsH8CN3O4,3.7938,0.0834,68,687.391,0.098925,11.8243,74.9216,1.008,17.152,2.6594,0.5315,5,
mp-1214733,AsH8NO4,2.2872,0.2161,28,316.6415,0.088428,11.4992,74.9216,1.008,18.8797,2.6129,0.5651,4,
mp-1203108,AsH9(NO2)2,4.7604,0.0281,64,577.0368,0.110911,11.0002,74.9216,1.008,17.8581,2.6138,0.549,4,
mp-1200478,AsH9C2S(NO)4,3.0931,0.1207,42,474.7154,0.088474,12.3857,74.9216,1.008,16.2215,2.6467,0.4963,6,
mp-707734,AsHPb4(ClO)4,3.1812,0.1562,56,1212.5827,0.046182,79.3233,207.2,1.008,82.5062,2.8643,0.516,5,
mp-504751,AsHPbO4,3.0015,0.0047,14,199.6447,0.070125,49.5894,207.2,1.008,67.9876,2.9243,0.5971,4,
mp-1228828,AsHPbO4,3.1183,0.0,14,203.4572,0.068811,49.5894,207.2,1.008,67.9876,2.9243,0.5971,4,
mp-23218,AsI3,2.246,0.0,8,340.2058,0.023515,113.9088,126.9045,74.9216,22.5092,2.54,0.2078,2,
mp-31020,AsI5F6,1.4099,0.0,24,640.8326,0.037451,68.6195,126.9045,18.9984,51.4773,3.28,0.7113,3,
mp-555340,AsIF12,0.6264,0.0,56,793.3146,0.07059,30.7005,126.9045,18.9984,30.3008,3.7571,0.5534,3,
mp-1228823,AsIrS,1.863,0.0,12,196.7516,0.060991,99.7329,192.217,32.06,67.6967,2.32,0.184,3,
mp-1228810,AsIrSe,1.4699,0.0,12,213.5273,0.056199,115.3699,192.217,74.9216,54.3643,2.31,0.1699,3,
mp-30010,AsKrF7,2.4572,0.0,36,547.8998,0.065705,32.412,83.798,18.9984,25.1817,3.6711,0.6093,3,
mp-611316,AsN(OF3)2,2.6821,0.0346,10,146.4645,0.068276,23.4917,74.9216,14.007,17.2291,3.598,0.5699,4,
mp-1182477,AsN(OF3)2,2.7442,0.0,10,146.7928,0.068123,23.4917,74.9216,14.007,17.2291,3.598,0.5699,4,
mp-1183269,AsN(OF3)2,2.7607,0.0113,10,132.6696,0.075375,23.4917,74.9216,14.007,17.2291,3.598,0.5699,4,
mp-685810,AsN2F7,3.5131,0.0,50,683.3326,0.073171,23.5924,74.9216,14.007,17.2226,3.612,0.6044,3,
mp-637209,AsN9,3.1608,0.3202,40,591.8871,0.06758,20.0985,74.9216,14.007,18.2744,2.954,0.258,2,
mp-27356,AsO2,3.3759,0.0016,24,330.7762,0.072557,35.6399,74.9216,15.999,27.7764,3.02,0.594,2,
mp-1182387,AsO2,0.0763,0.1601,36,574.1344,0.062703,35.6399,74.9216,15.999,27.7764,3.02,0.594,2,
mp-1214793,AsOsS,1.1798,0.0,12,197.0946,0.060884,99.0705,190.23,32.06,66.7923,2.32,0.184,3,
mp-1214784,AsOsSe,1.0527,0.0,12,214.2779,0.056002,114.7075,190.23,74.9216,53.428,2.31,0.1699,3,
mp-1228799,AsP,0.4582,0.0591,4,92.2651,0.043353,52.9477,74.9216,30.9738,21.9739,2.185,0.005,2,
mp-1229257,AsP3(PbO8)2,1.3138,0.4549,22,325.8557,0.067515,38.1012,207.2,15.999,54.9847,3.1114,0.5378,4,
mp-553984,AsP3H18C6(SO)6,3.4175,0.1222,80,1164.6003,0.068693,13.6602,74.9216,1.008,15.5033,2.4943,0.4291,6,
mp-557360,AsPCl3OF5,4.5067,0.2037,44,935.6983,0.047024,29.3851,74.9216,15.999,16.251,3.3809,0.6609,5,
mp-1203315,AsPHBr3OF6,3.5622,0.1907,52,1078.9809,0.048194,36.6619,79.904,1.008,28.6571,3.29,0.7252,6,
mp-1197012,AsPHCl3OF6,4.9208,0.1861,52,1003.1823,0.051835,26.4033,74.9216,1.008,16.8765,3.3362,0.7089,6,
mp-8140,AsPO4,4.576,0.0,24,310.0147,0.077416,28.3152,74.9216,15.999,21.5483,3.0217,0.5916,3,
mp-14367,AsPO5,2.0204,0.0,28,314.9095,0.088914,26.5558,74.9216,15.999,20.4101,3.0814,0.567,3,
mp-1228801,AsPOs,0.7611,0.0463,6,97.2062,0.061724,98.7085,190.23,30.9738,67.1565,2.19,0.0082,3,
mp-1228792,AsPPt,0.7984,0.0173,12,206.4864,0.058115,100.3265,195.084,30.9738,69.3642,2.2167,0.045,3,
mp-1228753,AsPRu,0.4143,0.0431,6,96.2448,0.062341,68.9885,101.07,30.9738,28.9226,2.19,0.0082,3,
mp-1214805,AsPb2S3I,1.8295,0.0066,28,793.1094,0.035304,101.7723,207.2,32.06,73.8357,2.4629,0.1671,4,
mp-560394,AsPbClO2,3.3353,0.121,40,842.1052,0.0475,69.9139,207.2,15.999,71.936,2.91,0.5466,4,
mp-29992,AsPbF7,4.1849,0.0,18,234.3406,0.076811,46.1234,207.2,18.9984,59.5589,3.5967,0.718,3,
mp-1228745,AsRhS,1.2237,0.0,12,195.7536,0.061302,69.9624,102.9055,32.06,29.1344,2.3467,0.17,3,
mp-1228724,AsRhSe,0.9138,0.0,12,212.8448,0.056379,85.5994,102.9055,74.9216,12.3484,2.3367,0.1563,3,
mp-1214786,AsRuS,0.9151,0.0,12,194.9632,0.06155,69.3505,101.07,32.06,28.4473,2.32,0.184,3,
mp-1214794,AsRuSe,0.7335,0.0028,12,212.1242,0.056571,84.9875,101.07,74.9216,11.4916,2.31,0.1699,3,
mp-542604,AsS,2.0899,0.0247,32,855.5785,0.037402,53.4908,74.9216,32.06,21.4308,2.38,0.2,2,
mp-542810,AsS,1.9611,0.0,32,871.8557,0.036703,53.4908,74.9216,32.06,21.4308,2.38,0.2,2,
mp-542846,AsS,2.0116,0.0032,16,436.513,0.036654,53.4908,74.9216,32.06,21.4308,2.38,0.2,2,
mp-556328,AsS,2.0317,0.0247,32,863.3143,0.037066,53.4908,74.9216,32.06,21.4308,2.38,0.2,2,
mp-705472,AsS,0.944,0.1793,48,1614.1476,0.029737,53.4908,74.9216,32.06,21.4308,2.38,0.2,2,
mp-1229002,AsS,0.6095,0.0563,64,1548.053,0.041342,53.4908,74.9216,32.06,21.4308,2.38,0.2,2,
mp-558466,AsS(BrF2)3,2.4875,0.0557,44,977.2997,0.045022,41.8804,79.904,18.9984,28.0698,3.4109,0.6577,4,
mp-556705,AsS(ClF2)3,3.7778,0.1064,44,885.0433,0.049715,29.7565,74.9216,18.9984,16.0592,3.4655,0.6256,4,
mp-557628,AsS(IF3)2,1.1714,0.0,40,819.2963,0.048822,47.4781,126.9045,18.9984,42.982,3.396,0.7262,4,
mp-1191613,AsS2,1.2919,0.0271,24,584.0479,0.041093,46.3472,74.9216,32.06,20.2051,2.4467,0.1886,2,
mp-556406,AsS2NF10,4.5233,0.066,112,1881.5754,0.059525,24.5023,74.9216,14.007,14.8069,3.5843,0.6465,4,
mp-8500,AsS2NF6,2.6121,0.1445,10,176.7435,0.056579,26.7039,74.9216,14.007,17.0287,3.426,0.7053,4,
mp-1201063,AsS2XeN2F13,2.793,0.3361,76,1261.5407,0.060244,28.7015,131.293,14.007,27.4722,3.5663,0.6316,5,
mp-554289,AsS3(NF3)2,0.5875,0.2439,24,427.6357,0.056123,26.0922,74.9216,14.007,16.0343,3.3233,0.69,4,
mp-560042,AsS3(NF3)2,1.4827,0.2319,48,833.9068,0.05756,26.0922,74.9216,14.007,16.0343,3.3233,0.69,4,
mp-1200088,AsS4N3,1.2666,0.3296,32,1067.9982,0.029963,30.6478,74.9216,14.007,18.7046,2.7025,0.2904,3,
mp-558254,AsS4N4F5,1.8972,0.3717,56,1011.7411,0.05535,25.2987,74.9216,14.007,15.4776,3.1829,0.6391,4,
mp-559296,AsS4N4F5,1.7123,0.3718,28,493.9054,0.056691,25.2987,74.9216,14.007,15.4776,3.1829,0.6391,4,
mp-560180,AsS4N5F6,2.4391,0.4656,64,1064.1513,0.060142,24.1992,74.9216,14.007,14.7936,3.2237,0.6298,4,
mp-558583,AsS6N5F6,1.7912,0.366,144,2754.1941,0.052284,25.0726,74.9216,14.007,14.1647,3.1522,0.6273,4,
mp-637112,AsS7IF6,1.8164,0.2107,90,2101.7612,0.042821,36.0158,126.9045,18.9984,27.8346,3.1187,0.7106,4,
mp-41092,AsSClOF8,3.9969,0.0636,48,758.0503,0.06332,25.8682,74.9216,15.999,15.8412,3.6,0.6077,5,
mp-1229176,AsSClOF8,3.8097,0.0613,48,806.0941,0.059546,25.8682,74.9216,15.999,15.8412,3.6,0.6077,5,
mp-556515,AsSOF9,3.9252,0.0466,48,725.0481,0.066203,24.4972,74.9216,15.999,15.6636,3.6683,0.6004,4,
mp-560077,AsSXe2(OF3)3,2.1909,0.0422,64,1240.33,0.051599,36.7844,131.293,15.999,38.311,3.5063,0.6271,5,
mp-554788,AsSXeNF10,2.9772,0.3,112,1954.1058,0.057315,31.5904,131.293,14.007,31.2972,3.5857,0.6443,5,
mp-1203746,AsSXeNF10,2.5478,0.285,56,942.922,0.05939,31.5904,131.293,14.007,31.2972,3.5857,0.6443,5,
mp-542570,AsSe,1.368,0.0,32,937.1541,0.034146,76.9463,78.971,74.9216,2.0247,2.365,0.185,2,
mp-1214921,AsSe(BrF2)3,2.5742,0.0819,44,995.0231,0.04422,46.145,79.904,18.9984,29.7662,3.4082,0.6612,4,
mp-554706,AsSe(ClF2)3,3.7139,0.1074,44,915.8911,0.048041,34.0212,78.971,18.9984,21.434,3.4627,0.6295,4,
mp-559575,AsSe(IF2)3,1.3837,0.0216,44,1151.5168,0.03821,58.9633,126.9045,18.9984,46.7937,3.3264,0.7269,4,
