material_id,formula,band_gap_eV,e_above_hull_eV,n_atoms,volume_A3,atomic_density,mean_mass_amu,max_mass_amu,min_mass_amu,std_mass_amu,mean_eneg,std_eneg,n_elements,emt_energy_per_atom
mp-571093,BaAlSiH,0.7093,0.0,4,85.6151,0.046721,48.3504,137.327,1.008,52.5011,1.65,0.4858,4,
mp-1048345,BaAlV4O7,0.3909,0.3297,26,331.9225,0.078332,36.9283,137.327,15.999,32.8523,2.5462,0.9833,4,
mp-31243,BaAs2,0.3726,0.0,18,547.2426,0.032892,95.7234,137.327,74.9216,29.4182,1.75,0.6081,2,
mp-1214710,BaAs2F12,5.9335,0.0,60,1021.8922,0.058715,34.3434,137.327,18.9984,33.391,3.534,0.9325,3,
mp-1214472,BaAs2Xe5F22,2.629,0.0,30,607.3862,0.049392,45.3867,137.327,18.9984,45.6131,3.527,0.804,4,
mp-23806,BaAsH3O5,3.9765,0.0066,80,1044.2958,0.076607,29.5268,137.327,1.008,41.2753,2.687,0.8386,4,
mp-23810,BaAsHO4,3.774,0.0,112,1741.9773,0.064295,39.6075,137.327,1.008,45.5374,2.7186,0.9246,4,
mp-1196910,BaAsHO4,3.4803,0.0079,84,1278.8941,0.065682,39.6075,137.327,1.008,45.5374,2.7186,0.9246,4,
mp-1190864,BaAu2(SO4)4,1.7853,0.0,23,390.9375,0.058833,39.8037,196.9666,15.999,54.4608,3.1013,0.6059,4,
mp-1100397,BaAuCl,1.9626,0.4264,3,101.4053,0.029584,123.2479,196.9666,35.45,66.6862,2.1967,0.958,3,
mp-997009,BaAuO2,1.1892,0.0295,8,151.5085,0.052802,91.5729,196.9666,15.999,78.4603,2.5775,1.0413,3,
mp-558430,BaB2F8,8.0511,0.0,11,137.7086,0.079879,28.2667,137.327,10.81,34.629,3.3464,1.0728,3,
mp-662570,BaB2F8,7.8725,0.0272,88,1397.5023,0.062969,28.2667,137.327,10.81,34.629,3.3464,1.0728,3,
mp-720267,BaB2H10O9,0.5958,0.3593,88,1058.8871,0.083106,14.2281,137.327,1.008,27.7592,2.6332,0.7223,4,
mp-757727,BaB2H2O5,4.7844,0.0072,60,612.5615,0.097949,24.0958,137.327,1.008,38.1683,2.657,0.8583,4,
mp-1019539,BaB2S3O13,6.181,0.0,76,999.4463,0.076042,24.3744,137.327,10.81,27.3529,3.0226,0.7008,4,
mp-1195214,BaB4(SbO6)2,3.3759,0.0,38,464.2079,0.08186,32.425,137.327,10.81,41.0856,2.8647,0.792,4,
mp-27692,BaB4O7,5.1593,0.0,96,1106.6848,0.086746,24.38,137.327,10.81,34.1386,2.7608,0.8567,3,
mp-556974,BaB4O7,6.4658,0.0286,48,426.543,0.112533,24.38,137.327,10.81,34.1386,2.7608,0.8567,3,
mp-1202880,BaB8H4O15,5.6377,0.0,112,1160.9708,0.096471,16.708,137.327,1.008,23.7703,2.7718,0.7519,4,
mp-27794,BaB8O13,5.5451,0.0,88,981.4494,0.089663,19.627,137.327,10.81,25.802,2.815,0.7859,3,
mp-1198994,BaBAsF10,5.0288,0.0,52,843.3366,0.06166,31.7725,137.327,10.81,34.0529,3.4546,0.9986,4,
mp-9784,BaBAsO5,3.5436,0.0,24,345.2341,0.069518,37.8817,137.327,10.81,42.4094,2.7888,0.9122,4,
mp-1103527,BaBClF4,5.9817,0.0768,14,242.9622,0.057622,37.0829,137.327,10.81,41.4901,3.1443,1.1399,4,
mp-13680,BaBOF3,5.8893,0.0958,24,337.0746,0.071201,36.8552,137.327,10.81,45.0269,3.0517,1.1855,4,
mp-1199844,BaBPF10,7.2843,0.0,39,607.428,0.064205,28.3919,137.327,10.81,31.7018,3.4554,0.9976,4,
mp-6040,BaBPO5,5.5003,0.0,24,319.6034,0.075093,32.3882,137.327,10.81,40.0356,2.79,0.9114,4,
mp-15840,BaBPO5,5.5038,0.0,24,319.6148,0.07509,32.3882,137.327,10.81,40.0356,2.79,0.9114,4,
mp-866301,BaBSbS4,2.3441,0.0,28,732.621,0.038219,56.8767,137.327,10.81,46.7023,2.1857,0.5782,4,
mp-1214878,BaBe2(BO2)2,0.2308,0.4733,36,471.1424,0.07641,26.7742,137.327,9.0122,39.1961,2.43,0.9566,4,
mp-555070,BaBe2(BO3)2,5.382,0.0,22,248.9411,0.088374,24.815,137.327,9.0122,35.697,2.6136,0.9489,4,
mp-666026,BaBe2(BO3)2,5.3489,0.0298,22,248.9411,0.088374,24.815,137.327,9.0122,35.697,2.6136,0.9489,4,
mp-1227988,BaBe2(PO4)2,5.1236,0.0,13,169.5555,0.076671,26.5608,137.327,9.0122,32.6006,2.7638,0.9063,4,
mp-6383,BaBe2Si2O7,5.5249,0.0004,48,536.5225,0.089465,26.9595,137.327,9.0122,33.7499,2.6592,0.9541,4,
mp-12797,BaBe2Si2O7,5.5695,0.0,24,267.4912,0.089723,26.9595,137.327,9.0122,33.7499,2.6592,0.9541,4,
mp-12431,BaBeF4,7.5555,0.0,24,330.971,0.072514,37.0555,137.327,9.0122,44.9908,3.0633,1.3111,3,
mp-754604,BaBePO4F,6.0515,0.0,16,199.8008,0.08008,32.5384,137.327,9.0122,40.0221,2.7988,1.0346,5,
mp-550751,BaBeSiO4,4.6114,0.0,7,99.4102,0.070415,34.06,137.327,9.0122,42.4802,2.5886,1.021,4,
mp-557475,BaBi12Mo4WO34,3.2865,0.0183,104,1768.2196,0.058816,72.2442,208.9804,15.999,82.1418,2.944,0.702,5,
mp-1215003,BaBi12Mo5O34,3.3118,0.0098,104,1765.1204,0.058919,70.554,208.9804,15.999,80.7201,2.9402,0.7058,4,
mp-560550,BaBi2(B2O5)2,3.3498,0.0,68,817.6434,0.083166,44.6187,208.9804,10.81,66.5924,2.7935,0.8142,4,
mp-642792,BaBi2(MoO4)4,3.0264,0.0,46,693.9551,0.066287,51.9596,208.9804,15.999,60.8026,2.983,0.7309,4,
mp-675450,BaBi4O7,2.3709,0.1082,12,288.1734,0.041642,90.4368,208.9804,15.999,89.9981,2.7542,0.8623,3,
mp-1048165,BaBi4O7,2.0387,0.3628,24,716.6649,0.033488,90.4368,208.9804,15.999,89.9981,2.7542,0.8623,3,
mp-554084,BaBi6(PO5)4,3.4328,0.0,31,452.1648,0.068559,59.1963,208.9804,15.999,76.4583,2.9216,0.73,4,
mp-559186,BaBiBO4,3.5616,0.0,28,452.4274,0.061888,60.1591,208.9804,10.81,74.0062,2.6729,0.9531,4,
mp-861618,BaBiBS4,1.9311,0.0056,14,362.4538,0.038626,69.3368,208.9804,10.81,68.7715,2.1814,0.5793,4,
mp-1206552,BaBiBrO2,3.0701,0.0,10,243.0833,0.041138,91.6419,208.9804,15.999,74.0769,2.55,0.9787,4,
mp-1227937,BaBiBrO2,1.6455,0.0989,5,118.802,0.042087,91.6419,208.9804,15.999,74.0769,2.55,0.9787,4,
mp-552806,BaBiClO2,3.1835,0.0445,10,232.1407,0.043077,82.7511,208.9804,15.999,77.539,2.59,0.9985,4,
mp-1227965,BaBiClO2,1.5244,0.1362,5,115.8636,0.043154,82.7511,208.9804,15.999,77.539,2.59,0.9985,4,
mp-1041349,BaBiF7,0.366,0.0,36,622.3936,0.057841,53.2551,208.9804,18.9984,66.2764,3.4189,1.083,3,
mp-2767120,BaBiF7,2.5411,0.0,36,549.6552,0.065496,53.2551,208.9804,18.9984,66.2764,3.4189,1.083,3,
mp-551243,BaBiIO2,2.957,0.0,10,265.7737,0.037626,101.042,208.9804,15.999,74.9677,2.49,0.9607,4,
mp-1228172,BaBiNO5,2.2456,0.0,16,290.3331,0.055109,55.0387,208.9804,14.007,70.5102,2.8937,0.8868,4,
mp-23482,BaBiO3,0.0633,0.0008,10,167.3871,0.059742,78.8609,208.9804,15.999,80.2549,2.646,1.036,3,
mp-27365,BaBiSe3,0.7321,0.0,40,1254.1615,0.031894,116.6441,208.9804,78.971,51.4034,2.112,0.6446,3,
mp-27456,BaBr2,4.3734,0.0,12,419.8425,0.028582,99.045,137.327,79.904,27.0695,2.27,0.9758,2,
mp-1188828,BaBr2O,2.0687,0.3457,16,469.7629,0.03406,78.2835,137.327,15.999,42.9265,2.5625,0.9853,3,
mp-28049,BaBrCl,4.9288,0.2117,12,424.3022,0.028282,84.227,137.327,35.45,41.7033,2.3367,1.0262,3,
mp-1012551,BaBrCl,4.4843,0.1633,12,383.8442,0.031263,84.227,137.327,35.45,41.7033,2.3367,1.0262,3,
mp-1100395,BaBrCl,4.9392,0.1839,3,110.6159,0.027121,84.227,137.327,35.45,41.7033,2.3367,1.0262,3,
mp-23070,BaBrF,4.8824,0.1266,6,154.4868,0.038838,78.7431,137.327,18.9984,48.3144,2.61,1.2855,3,
mp-18027,BaC10,0.1823,0.2252,66,723.0114,0.091285,23.4034,137.327,12.011,36.0258,2.3991,0.4772,2,
mp-1735,BaC2,1.622,0.1598,3,70.5892,0.042499,53.783,137.327,12.011,59.0745,1.9967,0.7825,2,
mp-10293,BaC2,2.1291,0.1468,6,143.2345,0.041889,53.783,137.327,12.011,59.0745,1.9967,0.7825,2,
mp-1018141,BaC2,1.3861,0.2412,3,59.0601,0.050796,53.783,137.327,12.011,59.0745,1.9967,0.7825,2,
mp-1192077,BaC2,2.9153,0.4782,24,422.1516,0.056852,53.783,137.327,12.011,59.0745,1.9967,0.7825,2,
mp-726154,BaC2(N3O2)2,0.6345,0.4445,13,230.689,0.056353,23.799,137.327,12.011,32.7991,2.9223,0.6541,4,
mp-1195678,BaC2(NO)2,4.5717,0.0232,42,606.1738,0.069287,31.623,137.327,12.011,43.1798,2.7071,0.8148,4,
mp-10928,BaC2(SN)2,3.9046,0.0247,14,320.9132,0.043625,36.2119,137.327,12.011,42.1159,2.4614,0.6743,4,
mp-28979,BaC20,0.1436,0.2627,126,1511.1062,0.083383,17.9784,137.327,12.011,26.6872,2.471,0.3535,2,
mp-638469,BaC2S2(OF)6,6.1641,0.1717,34,525.2354,0.064733,25.6149,137.327,12.011,28.4401,3.2747,0.7989,5,
mp-1194836,BaC4(O2F3)2,4.7459,0.1742,90,1438.2969,0.062574,24.2238,137.327,12.011,30.3572,3.2487,0.8513,4,
mp-1245412,BaC7N10,3.7148,0.391,36,269.1961,0.133732,20.0819,137.327,12.011,28.4521,2.73,0.5041,3,
mp-28898,BaCN2,2.246,0.0565,24,501.329,0.047873,44.338,137.327,12.011,53.6934,2.38,0.8832,3,
mp-1029375,BaCN2,2.8508,0.0,4,83.045,0.048167,44.338,137.327,12.011,53.6934,2.38,0.8832,3,
mp-4559,BaCO3,4.4228,0.0218,5,75.0831,0.066593,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-5504,BaCO3,4.3974,0.0,20,308.7917,0.064769,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-34195,BaCO3,4.3543,0.0354,10,151.3259,0.066083,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-545643,BaCO3,3.976,0.1045,10,149.7857,0.066762,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-674478,BaCO3,4.1702,0.0499,10,177.2171,0.056428,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-675324,BaCO3,4.0966,0.0758,10,173.1643,0.057749,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-676020,BaCO3,4.0287,0.0338,10,167.4391,0.059723,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-762225,BaCO3,4.474,0.0132,10,164.946,0.060626,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-1227982,BaCO3,4.1409,0.0491,5,88.9278,0.056225,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-2506699,BaCO3,4.9758,0.0155,10,158.4914,0.063095,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-2626703,BaCO3,4.1813,0.0439,10,166.9567,0.059896,39.467,137.327,12.011,48.9544,2.752,0.9928,3,
mp-556856,BaCSNCl,4.1168,0.0861,10,244.0968,0.040967,46.171,137.327,12.011,46.5294,2.444,0.8139,5,
mp-1047131,BaCa(BiO2)4,0.9922,0.1352,14,270.5753,0.051742,81.5228,208.9804,15.999,86.2556,2.6779,0.9407,4,
mp-6568,BaCa(CO3)2,4.703,0.0061,20,279.2579,0.071618,29.7421,137.327,12.011,36.6652,2.763,0.9725,4,
mp-556458,BaCa(CO3)2,4.143,0.0112,30,417.5995,0.071839,29.7421,137.327,12.011,36.6652,2.763,0.9725,4,
mp-644852,BaCa(CO3)2,4.7734,0.0136,20,285.9907,0.069932,29.7421,137.327,12.011,36.6652,2.763,0.9725,4,
mp-1044463,BaCa(CoO2)4,0.0438,0.1462,14,199.3501,0.070228,38.6521,137.327,15.999,33.2623,2.6379,0.9704,4,
mp-1229206,BaCa(Fe12O19)2,1.0236,0.0784,64,729.7136,0.087706,33.2132,137.327,15.999,23.1975,2.7583,0.8378,4,
mp-561446,BaCa(GaO2)4,3.0678,0.0,14,202.9543,0.068981,41.7349,137.327,15.999,35.4286,2.6179,0.9864,4,
mp-1044567,BaCa(NiO2)4,0.4915,0.1293,14,195.2811,0.071692,38.5836,137.327,15.999,33.2207,2.6464,0.9637,4,
mp-556122,BaCa(PO3)4,5.5237,0.0,72,1065.2333,0.067591,27.4049,137.327,15.999,27.7444,2.885,0.8551,4,
mp-1047093,BaCa(SbO2)4,0.1426,0.2225,14,249.9124,0.05602,56.6026,137.327,15.999,51.3814,2.6864,0.9348,4,
mp-1352057,BaCa2(CoN2)2,0.6946,0.4922,36,861.0071,0.041812,43.4864,137.327,14.007,37.6868,2.09,0.9137,4,
mp-6404,BaCa2(PN2)6,4.0726,0.0,84,1004.954,0.083586,27.21,137.327,14.007,26.3978,2.5005,0.7292,4,
mp-18216,BaCa2(SiO3)3,4.5847,0.0056,30,413.9358,0.072475,29.7153,137.327,15.999,29.9958,2.6367,1.0278,4,
mp-560303,BaCa2C2(O3F)2,4.7464,0.0061,26,359.0068,0.072422,28.8843,137.327,12.011,32.5476,2.8146,1.0917,5,
mp-1229276,BaCa2Er10O18,2.8498,0.0702,62,910.8599,0.068068,70.2598,167.259,15.999,70.3458,2.4906,1.1198,4,
mp-753460,BaCa2I6,3.897,0.0499,18,835.0315,0.021556,108.7678,137.327,40.078,36.8568,2.0944,0.8004,3,
mp-753716,BaCa2I6,3.393,0.0966,18,864.2596,0.020827,108.7678,137.327,40.078,36.8568,2.0944,0.8004,3,
mp-754572,BaCa2I6,3.499,0.0497,18,870.0932,0.020687,108.7678,137.327,40.078,36.8568,2.0944,0.8004,3,
mp-757074,BaCa2I6,3.8624,0.0292,9,427.5119,0.021052,108.7678,137.327,40.078,36.8568,2.0944,0.8004,3,
mp-766287,BaCa2I6,3.0889,0.0998,36,1570.8206,0.022918,108.7678,137.327,40.078,36.8568,2.0944,0.8004,3,
mp-766310,BaCa2I6,3.6691,0.0544,36,1609.8974,0.022362,108.7678,137.327,40.078,36.8568,2.0944,0.8004,3,
mp-766313,BaCa2I6,3.6008,0.0629,27,1245.9384,0.02167,108.7678,137.327,40.078,36.8568,2.0944,0.8004,3,
mp-766332,BaCa2I6,3.3113,0.0944,36,1555.4681,0.023144,108.7678,137.327,40.078,36.8568,2.0944,0.8004,3,
mp-766352,BaCa2I6,3.6892,0.0473,36,1678.6524,0.021446,108.7678,137.327,40.078,36.8568,2.0944,0.8004,3,
mp-773900,BaCa2I6,3.6368,0.0724,18,840.876,0.021406,108.7678,137.327,40.078,36.8568,2.0944,0.8004,3,
mp-1228325,BaCa2In6O12,1.9489,0.0072,21,288.26,0.072851,52.3038,137.327,15.999,47.204,2.6119,0.9891,4,
mp-1103554,BaCa2Mg(SiO4)2,4.9661,0.015,14,179.6828,0.077915,30.425,137.327,15.999,30.8541,2.5371,1.0783,5,
mp-1214419,BaCa2Mg(SiO4)2,4.6865,0.0351,14,179.4765,0.078005,30.425,137.327,15.999,30.8541,2.5371,1.0783,5,
mp-1228990,BaCa2Tm10O18,2.7319,0.0532,62,898.527,0.069002,70.8002,168.9342,15.999,71.0914,2.4939,1.1162,4,
mp-1214597,BaCa2WN4,2.5789,0.0,64,1141.922,0.056046,57.1689,183.84,14.007,61.7524,2.1762,0.9643,4,
mp-1228139,BaCa2Y6O12,2.8906,0.0447,21,314.6802,0.066734,44.9003,137.327,15.999,37.942,2.4519,1.1439,4,
mp-1019541,BaCa3O4,2.3351,0.1814,8,133.2955,0.060017,40.1946,137.327,15.999,38.3674,2.2062,1.2342,3,
mp-1228049,BaCa3Si10(N2O)6,3.2698,0.1402,32,395.5346,0.080903,25.0778,137.327,14.007,21.8879,2.5003,0.8243,5,
mp-1229190,BaCa3Zr16(PO4)24,4.1781,0.003,140,2138.1829,0.065476,28.5459,137.327,15.999,25.4029,2.9141,0.821,5,
mp-606338,BaCa4(CoN2)2,0.1952,0.0,44,849.5666,0.051791,42.8667,137.327,14.007,34.1143,1.8918,0.9273,4,
mp-569603,BaCa4(CuN2)2,0.2524,0.0,44,858.6289,0.051244,43.7054,137.327,14.007,34.5529,1.8955,0.9273,4,
mp-1041316,BaCaAgF7,0.5109,0.028,40,639.3907,0.06256,41.8262,137.327,18.9984,41.3917,3.168,1.2664,4,
mp-18065,BaCaAlF7,7.003,0.0,40,566.7082,0.070583,33.7375,137.327,18.9984,35.1245,3.136,1.3008,4,
mp-1019542,BaCaB2O5,4.4673,0.0,72,1024.7571,0.070261,31.0022,137.327,10.81,38.4827,2.5744,1.0346,4,
mp-694911,BaCaBO3F,3.8701,0.0067,21,319.1114,0.065808,36.4586,137.327,10.81,42.0986,2.6043,1.1843,5,
mp-1041345,BaCaBiF7,4.8837,0.0591,40,647.7673,0.061751,51.9374,208.9804,18.9984,62.9995,3.177,1.2579,4,
mp-1522525,BaCaBiSbO6,1.9941,0.0556,40,614.3241,0.065112,60.4139,208.9804,15.999,66.333,2.66,1.0159,5,
mp-1522558,BaCaBiSbO6,1.6858,0.1612,10,158.2943,0.063173,60.4139,208.9804,15.999,66.333,2.66,1.0159,5,
mp-1518962,BaCaCeGeO6,1.9787,0.1851,10,142.3621,0.070243,48.6145,140.116,15.999,48.2438,2.566,1.1066,5,
mp-1521543,BaCaCeHfO6,2.1365,0.0789,40,610.9476,0.065472,59.2005,178.49,15.999,62.004,2.495,1.1614,5,
mp-1521558,BaCaCeHfO6,2.3769,0.1768,10,158.8538,0.062951,59.2005,178.49,15.999,62.004,2.495,1.1614,5,
mp-1521569,BaCaCeHfO6,2.195,0.0833,20,303.8651,0.065819,59.2005,178.49,15.999,62.004,2.495,1.1614,5,
mp-1518826,BaCaCeNiO6,1.256,0.1678,10,136.2985,0.073368,47.2208,140.116,15.999,47.7285,2.556,1.112,5,
mp-1521090,BaCaCeSnO6,2.1723,0.0677,20,303.7203,0.06585,53.2225,140.116,15.999,52.344,2.561,1.1092,5,
mp-1521220,BaCaCeSnO6,2.0629,0.0646,40,610.9838,0.065468,53.2225,140.116,15.999,52.344,2.561,1.1092,5,
mp-1521263,BaCaCeSnO6,2.2724,0.1476,10,157.3007,0.063573,53.2225,140.116,15.999,52.344,2.561,1.1092,5,
mp-1521898,BaCaCeTiO6,2.1876,0.1509,10,147.8791,0.067623,46.1382,140.116,15.999,47.5785,2.519,1.1387,5,
mp-1517492,BaCaCeZrO6,2.1401,0.075,40,621.594,0.064351,50.4739,140.116,15.999,49.4762,2.498,1.1583,5,
mp-1517564,BaCaCeZrO6,2.1986,0.0777,20,308.6172,0.064805,50.4739,140.116,15.999,49.4762,2.498,1.1583,5,
mp-1517628,BaCaCeZrO6,2.4204,0.1855,10,161.9305,0.061755,50.4739,140.116,15.999,49.4762,2.498,1.1583,5,
mp-1047947,BaCaCoF7,2.1235,0.0516,40,603.1897,0.066314,36.9327,137.327,18.9984,35.8112,3.163,1.2714,4,
mp-1517595,BaCaCrBiO6,0.1804,0.2012,10,139.1163,0.071882,53.4376,208.9804,15.999,63.1042,2.621,1.0456,5,
mp-560577,BaCaCrF7,4.0124,0.0,40,592.2785,0.067536,36.239,137.327,18.9984,35.4436,3.141,1.2951,4,
mp-1047909,BaCaCrF7,4.0416,0.0363,40,609.691,0.065607,36.239,137.327,18.9984,35.4436,3.141,1.2951,4,
mp-1516519,BaCaCrSbO6,1.2601,0.1272,10,130.3262,0.076731,44.7155,137.327,15.999,44.1985,2.624,1.0439,5,
mp-1044511,BaCaCuF7,0.8291,0.0001,40,593.6831,0.067376,37.394,137.327,18.9984,36.12,3.165,1.2694,4,
mp-1228037,BaCaDy2F10,2.8522,0.431,14,191.0703,0.073271,49.4564,162.5,18.9984,55.1905,3.1521,1.3112,4,
mp-1520391,BaCaDyBiO6,1.9086,0.0994,10,160.1996,0.062422,64.4879,208.9804,15.999,71.0583,2.577,1.0933,5,
mp-1520660,BaCaDyBiO6,1.7625,0.0065,40,623.836,0.064119,64.4879,208.9804,15.999,71.0583,2.577,1.0933,5,
mp-1520670,BaCaDyBiO6,1.7884,0.0021,20,309.441,0.064633,64.4879,208.9804,15.999,71.0583,2.577,1.0933,5,
mp-1517283,BaCaDyFeO6,0.1723,0.1312,10,136.9185,0.073036,49.1744,162.5,15.999,52.2919,2.558,1.1044,5,
mp-1516601,BaCaDyNbO6,2.856,0.1291,10,151.7418,0.065901,52.8805,162.5,15.999,53.9213,2.535,1.1216,5,
mp-1521128,BaCaDySbO6,3.3728,0.0852,10,148.7765,0.067215,55.7659,162.5,15.999,56.687,2.58,1.0918,5,
mp-1519032,BaCaDyVO6,1.6048,0.192,10,140.0781,0.071389,48.684,162.5,15.999,52.2501,2.538,1.1191,5,
mp-1520996,BaCaEuWO6,0.1995,0.0444,20,296.5199,0.067449,60.9203,183.84,15.999,64.636,2.609,1.0833,5,
mp-1521024,BaCaEuWO6,0.5258,0.0834,10,145.6017,0.068681,60.9203,183.84,15.999,64.636,2.609,1.0833,5,
mp-1522876,BaCaEuWO6,0.1556,0.1286,20,305.4001,0.065488,60.9203,183.84,15.999,64.636,2.609,1.0833,5,
mp-1193438,BaCaFe4O7,1.5985,0.0276,26,383.8978,0.067726,39.4445,137.327,15.999,33.4033,2.5608,0.9913,4,
mp-1519427,BaCaFeBiO6,0.2216,0.0946,10,141.1439,0.07085,53.8224,208.9804,15.999,63.106,2.638,1.0311,5,
mp-1047946,BaCaFeF7,3.8826,0.0348,40,607.0799,0.065889,36.6239,137.327,18.9984,35.633,3.158,1.2765,4,
mp-1519159,BaCaGaBiO6,0.0373,0.1344,10,139.2523,0.071812,55.2102,208.9804,15.999,63.2876,2.636,1.0327,5,
mp-8416,BaCaGaF7,5.8537,0.0,40,586.6397,0.068185,38.0117,137.327,18.9984,36.6114,3.156,1.2786,4,
mp-1523201,BaCaGdBiO6,1.4407,0.0007,20,315.7113,0.063349,63.9629,208.9804,15.999,70.3481,2.575,1.0958,5,
mp-1523231,BaCaGdBiO6,1.5525,0.0016,40,634.0131,0.06309,63.9629,208.9804,15.999,70.3481,2.575,1.0958,5,
mp-1523232,BaCaGdBiO6,1.7011,0.1106,10,163.6131,0.06112,63.9629,208.9804,15.999,70.3481,2.575,1.0958,5,
mp-1516983,BaCaGdNbO6,2.5616,0.1494,10,155.2114,0.064428,52.3555,157.25,15.999,52.8667,2.533,1.124,5,
mp-1517031,BaCaGdNbO6,2.8243,0.0583,40,595.6661,0.067152,52.3555,157.25,15.999,52.8667,2.533,1.124,5,
mp-1521131,BaCaGdSbO6,3.3444,0.0374,40,595.8911,0.067126,55.2409,157.25,15.999,55.712,2.578,1.0943,5,
mp-1521194,BaCaGdSbO6,3.2399,0.1,10,152.9486,0.065381,55.2409,157.25,15.999,55.712,2.578,1.0943,5,
mp-1521197,BaCaGdSbO6,3.3061,0.0371,20,297.0325,0.067333,55.2409,157.25,15.999,55.712,2.578,1.0943,5,
mp-16252,BaCaGe,0.1813,0.0,12,403.4527,0.029743,83.345,137.327,40.078,40.4182,1.3,0.5041,3,
mp-1520046,BaCaHfSnO6,3.6182,0.0974,10,141.9462,0.070449,57.0599,178.49,15.999,59.4922,2.579,1.0869,5,
mp-1516790,BaCaHfZrO6,3.3163,0.095,10,146.4953,0.068262,54.3113,178.49,15.999,57.17,2.516,1.138,5,
mp-753486,BaCaI4,3.3934,0.0513,12,605.7589,0.01981,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-753575,BaCaI4,3.4433,0.029,6,300.2395,0.019984,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-753610,BaCaI4,3.5645,0.0779,12,557.7551,0.021515,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-753709,BaCaI4,2.8307,0.069,12,512.7501,0.023403,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-753775,BaCaI4,2.7146,0.0972,6,266.8782,0.022482,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-753809,BaCaI4,3.7974,0.0275,12,541.8673,0.022146,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-756666,BaCaI4,3.9106,0.0664,12,569.8547,0.021058,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-757070,BaCaI4,3.0147,0.0906,6,265.0035,0.022641,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-766308,BaCaI4,3.0008,0.0971,24,1370.6355,0.01751,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-766324,BaCaI4,3.14,0.0643,24,1046.1936,0.02294,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-766325,BaCaI4,3.27,0.0518,6,304.9583,0.019675,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-766348,BaCaI4,3.6308,0.0611,24,1147.6863,0.020912,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-766349,BaCaI4,3.3672,0.0689,24,1196.7007,0.020055,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-766359,BaCaI4,3.4231,0.0812,48,2196.902,0.021849,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-766365,BaCaI4,3.5357,0.0692,24,1187.5528,0.02021,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-859135,BaCaI4,3.7585,0.0916,24,1160.1251,0.020687,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-1178524,BaCaI4,2.792,0.0968,6,265.4362,0.022604,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-1178538,BaCaI4,3.2671,0.0519,24,1219.0331,0.019688,114.1705,137.327,40.078,33.353,2.0883,0.8091,3,
mp-1518025,BaCaInBiO6,0.8219,0.0238,20,299.9061,0.066688,59.7197,208.9804,15.999,65.7208,2.633,1.0352,5,
mp-1518032,BaCaInBiO6,0.5144,0.0303,40,600.0764,0.066658,59.7197,208.9804,15.999,65.7208,2.633,1.0352,5,
mp-1520258,BaCaInSbO6,0.9295,0.1159,10,141.7989,0.070522,50.9977,137.327,15.999,48.9916,2.636,1.0334,5,
mp-39886,BaCaLaBiO6,2.154,0.1591,10,159.3406,0.062759,62.1285,208.9804,15.999,68.0946,2.565,1.1087,5,
mp-1519241,BaCaLaBiO6,1.9504,0.0,40,640.5432,0.062447,62.1285,208.9804,15.999,68.0946,2.565,1.1087,5,
mp-1522279,BaCaLaBiO6,1.6524,0.0141,20,331.0215,0.060419,62.1285,208.9804,15.999,68.0946,2.565,1.1087,5,
mp-1522285,BaCaLaBiO6,2.2304,0.1566,10,173.1768,0.057744,62.1285,208.9804,15.999,68.0946,2.565,1.1087,5,
mp-1522312,BaCaLaBiO6,1.8574,0.021,40,661.6995,0.06045,62.1285,208.9804,15.999,68.0946,2.565,1.1087,5,
mp-1522537,BaCaLaSbO6,3.5874,0.0708,40,628.8021,0.063613,53.4064,138.9055,15.999,52.5343,2.568,1.1072,5,
mp-1522593,BaCaLaSbO6,3.2198,0.159,10,162.6976,0.061464,53.4064,138.9055,15.999,52.5343,2.568,1.1072,5,
